Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,KR,CD,,,40.6,logs,m3,T,W
2016,II,Python brongersmai,Reptilia,Serpentes,Pythonidae,Python,DE,HK,ID,,5.0,leather products (small),,T,W
2016,II,Strix rufipes,Aves,Strigiformes,Strigidae,Strix,JP,BE,,21.0,24.0,live,,T,C
2016,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,RU,IT,ZW,,1.0,leather products (small),,P,W
2016,II,Acriopsis javanica,,Orchidales,Orchidaceae,Acriopsis,JP,PH,,2.0,2.0,live,,T,A
2016,II,Ferocactus hybrid,,Caryophyllales,Cactaceae,Ferocactus,BH,NL,,,11.0,live,,,A
2016,I,Dalbergia nigra,,Fabales,Leguminosae,Dalbergia,TR,GB,XX,,1.0,carvings,,T,O
2016,II,Goniopora spp.,Anthozoa,Scleractinia,Poritidae,Goniopora,AM,ID,,,20.0,live,,T,W
2016,II,Caulastraea echinulata,Anthozoa,Scleractinia,Faviidae,Caulastraea,CH,DE,,,130.0,live,,T,F
2016,II,Orchis mascula,,Orchidales,Orchidaceae,Orchis,CO,FR,BE,,10.0,extract,kg,T,A
2016,II,Euphorbia candelabrum,,Euphorbiales,Euphorbiaceae,Euphorbia,KW,NL,,,2.0,live,,,A
2016,III,Daboia russelii,Reptilia,Serpentes,Viperidae,Daboia,AU,DE,,,262.0,derivatives,,T,C
2016,II,Dracula marsupialis,,Orchidales,Orchidaceae,Dracula,JP,EC,,2.0,,live,,T,A
2016,II,Mammillaria prolifera,,Caryophyllales,Cactaceae,Mammillaria,JO,NL,,,10.0,live,,,A
2016,II,Gyps himalayensis,Aves,Falconiformes,Accipitridae,Gyps,CZ,KZ,,1.0,1.0,live,,B,C
2016,II,Scleractinia spp.,Anthozoa,Scleractinia,,,TR,ID,,4006.0,12419.0,raw corals,,T,W
2016,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,JP,KR,CO,1514.5,,leather products (small),,T,C
2016,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,CN,SG,,6537.0,6664.0,live,,T,D
2016,II,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,DE,AU,,2.0,,skins,,P,W
2016,II,Turbinaria spp.,Anthozoa,Scleractinia,Dendrophylliidae,Turbinaria,CL,US,XX,,4.0,live,,T,I
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,FR,MY,,13.0,13.0,skins,,T,D
2016,II,Aquilaria crassna,,Myrtales,Thymelaeaceae,Aquilaria,HK,SG,TH,,201.5,chips,g,T,A
2016,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,MX,IT,VN,,37.4,skin pieces,kg,T,C
2016,II,Masdevallia caudata,,Orchidales,Orchidaceae,Masdevallia,DE,CO,,3.0,,live,,T,A
2016,II,Goniopora lobata,Anthozoa,Scleractinia,Poritidae,Goniopora,US,ID,,6815.0,15325.0,live,,T,W
2016,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,CH,DE,MY,,25.0,leather products (small),,T,W
2016,I,Falco rusticolus,Aves,Falconiformes,Falconidae,Falco,KW,GB,,,6.0,live,,T,D
2016,II,Heliofungia actiniformis,Anthozoa,Scleractinia,Fungiidae,Heliofungia,GB,AU,,340.0,,live,,T,W
2016,II,Ara hybrid,Aves,Psittaciformes,Psittacidae,Ara,JP,US,,,1.0,live,,T,F
2016,II,Strix aluco,Aves,Strigiformes,Strigidae,Strix,JP,ES,,2.0,2.0,live,,T,C
2016,II,Masdevallia deceptrix,,Orchidales,Orchidaceae,Masdevallia,DE,CO,,2.0,,live,,T,A
2016,II,Zamia furfuracea,,Cycadales,Zamiaceae,Zamia,BH,CN,,,220.0,live,,T,A
2016,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,RU,IT,VN,,5.0,leather products (large),,T,D
2016,II,Disocactus flagelliformis,,Caryophyllales,Cactaceae,Disocactus,MQ,NL,,,31.0,live,,,A
2016,II,Goniopora spp.,Anthozoa,Scleractinia,Poritidae,Goniopora,DK,ID,,25.0,,raw corals,,T,W
2016,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,US,XX,,2.0,leather products (small),,Q,O
2016,II,Strix nebulosa,Aves,Strigiformes,Strigidae,Strix,QA,NL,NL,,1.0,live,,T,C
2016,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,IL,US,ID,,23.0,live,,T,W
2016,II,Alveopora spp.,Anthozoa,Scleractinia,Poritidae,Alveopora,PK,ID,,,4.0,live,,T,W
2016,II,Acanthastrea spp.,Anthozoa,Scleractinia,Mussidae,Acanthastrea,US,MY,,28.0,,live,,T,W
2016,II,Lobophyllia hemprichii,Anthozoa,Scleractinia,Mussidae,Lobophyllia,SG,MY,,,20.0,raw corals,,T,W
2016,II,Stephanocyathus diadema,Anthozoa,Scleractinia,Caryophylliidae,Stephanocyathus,US,NL,XX,2.0,,specimens,,S,W
2016,II,Cyanoramphus auriceps,Aves,Psittaciformes,Psittacidae,Cyanoramphus,ZA,BE,,,4.0,live,,T,C
2016,I,Varanus bengalensis,Reptilia,Sauria,Varanidae,Varanus,CA,US,XX,,1.0,specimens,,S,W
2016,II,Panthera leo,Mammalia,Carnivora,Felidae,Panthera,HU,,,1.0,2.0,skins,,P,W
2016,II,Myiopsitta monachus,Aves,Psittaciformes,Psittacidae,Myiopsitta,US,CA,US,1.0,,live,,P,C
2016,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,SA,IT,VN,,4.0,leather products (large),,P,C
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,SG,XX,1.0,,leather products (small),,P,I
2016,I,Paphiopedilum lawrenceanum,,Orchidales,Orchidaceae,Paphiopedilum,JP,US,,2.0,2.0,live,,T,D
2016,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,ZW,,,121.0,skins,,P,R
2016,II,Euphyllia glabrescens,Anthozoa,Scleractinia,Caryophylliidae,Euphyllia,IS,GB,ID,,14.0,live,,T,F
2016,II,Tropidia spp.,,Orchidales,Orchidaceae,Tropidia,HK,LA,,1.0,,leaves,,S,A
2016,II,Ameerega altamazonica,Amphibia,Anura,Dendrobatidae,Ameerega,US,CA,,3.0,,live,,T,C
2016,II,Masdevallia glandulosa,,Orchidales,Orchidaceae,Masdevallia,DE,EC,,81.0,,live,,T,A
2016,II,Aldabrachelys gigantea,Reptilia,Testudines,Testudinidae,Aldabrachelys,JP,SC,,24.0,40.0,live,,T,C
2016,II,Gastrorchis lutea,,Orchidales,Orchidaceae,Gastrorchis,JP,MG,,,5.0,live,,T,A
2016,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,AT,ZA,,2.0,,trophies,,H,F
2016,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,US,ES,ID,105.0,104.0,leather products (small),,T,I
2016,II,Dendrobium tortile,,Orchidales,Orchidaceae,Dendrobium,DE,EC,,1.0,,live,,T,A
2016,II,Favites abdita,Anthozoa,Scleractinia,Faviidae,Favites,US,ID,,35.0,,live,,T,F
2016,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,HK,ES,ID,8.0,8.0,skins,,T,W
2016,II,Aquilaria malaccensis,,Myrtales,Thymelaeaceae,Aquilaria,KW,TH,,133.6,,chips,kg,T,W
2016,II,Agapornis fischeri,Aves,Psittaciformes,Psittacidae,Agapornis,PK,PH,,,5775.0,live,,T,C
2016,II,Vicugna vicugna,Mammalia,Artiodactyla,Camelidae,Vicugna,CN,IT,AR,,9.0,garments,,P,W
2016,III,Corallium elatius,Anthozoa,Gorgonacea,Coralliidae,Corallium,CH,IT,CN,,3.0,raw corals,,T,W
2016,II,Dracula woolwardiae,,Orchidales,Orchidaceae,Dracula,DE,EC,,7.0,,live,,T,A
2016,II,Echinophyllia aspera,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,US,ID,,13.0,,live,,T,W
2016,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,GB,ZW,,1.0,leather products (small),,T,W
2016,II,Phalaenopsis hybrid,,Orchidales,Orchidaceae,Phalaenopsis,KE,NL,,,1500.0,live,,,A
2016,II,Acropora turaki,Anthozoa,Scleractinia,Acroporidae,Acropora,US,ID,,14.0,,live,,T,C
2016,II,Agapornis taranta,Aves,Psittaciformes,Psittacidae,Agapornis,PT,CH,,4.0,,live,,Q,C
2016,II,Aquilaria malaccensis,,Myrtales,Thymelaeaceae,Aquilaria,SG,TH,,300.58,,oil,kg,T,A
2016,II,Disocactus flagelliformis,,Caryophyllales,Cactaceae,Disocactus,MV,NL,,,340.0,live,,,A
2016,II,Goniopora lobata,Anthozoa,Scleractinia,Poritidae,Goniopora,SA,ID,,,45.0,live,,T,W
2016,II,Stylophora spp.,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,SE,ID,,15.0,25.0,live,,T,F
2016,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,CH,JP,TD,,3.0,leather products (small),,T,W
2016,I,Falco rusticolus,Aves,Falconiformes,Falconidae,Falco,BH,GB,,,20.0,live,,T,C
2016,II,Euphyllia paraancora,Anthozoa,Scleractinia,Caryophylliidae,Euphyllia,CA,ID,,,730.0,live,,T,F
2016,II,Euphyllia divisa,Anthozoa,Scleractinia,Caryophylliidae,Euphyllia,ZA,ID,,,5.0,live,,T,W
2016,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,IT,US,ID,1.0,2.0,leather products (small),,T,C
2016,II,Nepenthes sanguinea,,Nepenthales,Nepenthaceae,Nepenthes,CH,NL,,,55.0,live,,,A
2016,II,Echinocactus grusonii,,Caryophyllales,Cactaceae,Echinocactus,SG,CN,,,400.0,live,,T,A
2016,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,CN,CA,,34793.122,,roots,kg,T,A
2016,I,Eunymphicus cornutus,Aves,Psittaciformes,Psittacidae,Eunymphicus,PH,CH,,20.0,,live,,B,C
2016,II,Tropidia angulosa,,Orchidales,Orchidaceae,Tropidia,HK,LA,,1.0,,leaves,,S,A
2016,II,Tapirus terrestris,Mammalia,Perissodactyla,Tapiridae,Tapirus,NO,DK,,,1.0,live,,Z,C
2016,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,US,ZA,ID,2.0,,skin pieces,,T,W
2016,II,Ursus arctos,Mammalia,Carnivora,Ursidae,Ursus,CA,US,CA,,2.0,trophies,,T,W
2016,II,Macradenia spp.,,Orchidales,Orchidaceae,Macradenia,DE,TW,,30.0,,live,,T,A
2016,II,Morelia viridis,Reptilia,Serpentes,Pythonidae,Morelia,AR,ID,,16.0,,live,,T,C
2016,II,Morphnus guianensis,Aves,Falconiformes,Accipitridae,Morphnus,BR,FR,,,2.0,feathers,,S,C
2016,II,Nepenthes tentaculata,,Nepenthales,Nepenthaceae,Nepenthes,JP,CZ,,10.0,10.0,live,,T,A
2016,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,US,ZW,ZA,1.0,,trophies,,H,W
2016,II,Euphorbia lactea,,Euphorbiales,Euphorbiaceae,Euphorbia,TR,NL,,,1348.0,live,,,A
2016,II,Grus vipio,Aves,Gruiformes,Gruidae,Grus,HU,CH,DE,1.0,,live,,Z,C
2016,I,Discocactus zehntneri,,Caryophyllales,Cactaceae,Discocactus,CR,DE,,,2.0,live,,T,A
2016,II,Geochelone elegans,Reptilia,Testudines,Testudinidae,Geochelone,MY,JO,,25.0,,live,,T,C
2016,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,KZ,AE,CZ,,1.0,live,,P,C
2016,II,Euphorbia greenwayi,,Euphorbiales,Euphorbiaceae,Euphorbia,JP,CZ,,,11.0,live,,T,A
2016,II,Stelis spp.,,Orchidales,Orchidaceae,Stelis,FR,EC,,35.0,,live,,T,A
2016,II,Kraenzlinella lappago,,Orchidales,Orchidaceae,Kraenzlinella,DE,EC,,2.0,,live,,T,A
2016,II,Euphorbia leuconeura,,Euphorbiales,Euphorbiaceae,Euphorbia,HK,NL,,,60.0,live,,,A
2016,II,Morelia spilota,Reptilia,Serpentes,Pythonidae,Morelia,DE,CH,,6.0,,live,,T,C
2016,II,Dendrobium pulchellum,,Orchidales,Orchidaceae,Dendrobium,HK,LA,,1.0,,leaves,,S,A
2016,I,Balaenoptera physalus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,NL,NO,,,2.0,specimens,,S,W
2016,II,Python brongersmai,Reptilia,Serpentes,Pythonidae,Python,MA,IT,ID,,3.0,skins,,T,W
2016,II,Phalaenopsis violacea,,Orchidales,Orchidaceae,Phalaenopsis,AF,TH,,2.0,,live,,T,A
2016,II,Lynx rufus,Mammalia,Carnivora,Felidae,Lynx,CH,TR,US,,2.0,garments,,T,W
2016,I,Falco peregrinus,Aves,Falconiformes,Falconidae,Falco,SA,ES,,,4.0,live,,T,C
2016,I,Neofelis nebulosa,Mammalia,Carnivora,Felidae,Neofelis,MG,GB,DE,1.0,1.0,live,,B,C
2016,I,Testudines spp.,Reptilia,Testudines,,,SG,NL,XX,1.0,,shells,,E,O
2016,II,Euphyllia paradivisa,Anthozoa,Scleractinia,Caryophylliidae,Euphyllia,KW,ID,,,10.0,live,,T,F
2016,II,Philantomba monticola,Mammalia,Artiodactyla,Bovidae,Philantomba,RU,ZM,,,2.0,trophies,,H,R
2016,I,Acinonyx jubatus,Mammalia,Carnivora,Felidae,Acinonyx,HU,,,8.0,8.0,trophies,,H,W
2016,II,Dendrobium tenellum,,Orchidales,Orchidaceae,Dendrobium,JP,PH,,10.0,,live,,T,A
2016,II,Mammillaria elongata,,Caryophyllales,Cactaceae,Mammillaria,US,DO,,,47242.0,live,,T,A
2016,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,JO,KW,GB,,1.0,live,,P,C
2016,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,US,IT,ID,80.0,107.0,skin pieces,,T,W
2016,II,Goniopora stokesi,Anthozoa,Scleractinia,Poritidae,Goniopora,MX,US,ID,,12.0,live,,T,W
2016,II,Dendrobium kentrophyllum,,Orchidales,Orchidaceae,Dendrobium,JP,TH,,25.0,,live,,T,A
2016,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,IT,ID,,,1296.0,live,,T,W
2016,II,Caiman crocodilus yacare,Reptilia,Crocodylia,Alligatoridae,Caiman,PE,IT,BO,,3.0,leather products (small),,P,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,GB,ZW,,,2.0,leather products (small),,T,W
2016,II,Espostoa melanostele,,Caryophyllales,Cactaceae,Espostoa,KZ,NL,,,15.0,live,,,A
2016,I,Falco rusticolus,Aves,Falconiformes,Falconidae,Falco,BH,IT,,,8.0,live,,T,C
2016,II,Aldabrachelys gigantea,Reptilia,Testudines,Testudinidae,Aldabrachelys,CA,US,,,2.0,live,,T,C
2016,II,Acropora secale,Anthozoa,Scleractinia,Acroporidae,Acropora,US,AU,,136.0,,live,,T,W
2016,I,Cetacea spp.,Mammalia,Cetacea,,,GB,AQ,XX,8.5,,bones,kg,S,O
2016,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,MU,IT,LA,,90.0,skin pieces,,T,C
2016,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,KW,IT,ZW,,4.0,leather products (small),,P,R
2016,I,Paphiopedilum hybrid,,Orchidales,Orchidaceae,Paphiopedilum,SG,NL,,,24.0,live,,,A
2016,II,Mammillaria rhodantha,,Caryophyllales,Cactaceae,Mammillaria,RE,NL,,,10.0,live,,,A
2016,N,Harpagophytum procumbens,,Scrophulariales,Pedaliaceae,Harpagophytum,PL,,,4700.0,,roots,kg,,
2016,II,Gastrodia elata,,Orchidales,Orchidaceae,Gastrodia,US,CN,XX,4.0,,roots,,P,I
2016,II,Scleractinia spp.,Anthozoa,Scleractinia,,,RS,MY,FJ,300.0,,raw corals,kg,T,W
2016,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,KR,US,137.0,,skins,,T,W
2016,II,Cynarina lacrymalis,Anthozoa,Scleractinia,Mussidae,Cynarina,BR,ID,,,97.0,live,,T,W
2016,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,CN,FR,TH,10.0,,leather products (small),,T,W
2016,II,Chysis spp.,,Orchidales,Orchidaceae,Chysis,DE,CH,DE,8.0,,live,,T,A
2016,II,Parodia mammulosa,,Caryophyllales,Cactaceae,Parodia,CW,NL,,,10.0,live,,,A
2016,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,MX,ZA,1.0,,skulls,,P,I
2016,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,JP,ID,,,4041.0,live,,T,W
2016,II,Athene cunicularia,Aves,Strigiformes,Strigidae,Athene,TW,FR,NL,,1.0,bodies,,T,C
2016,II,Vicugna vicugna,Mammalia,Artiodactyla,Camelidae,Vicugna,AU,IT,PE,,1.0,garments,,P,W
2016,II,Psittacula eupatria,Aves,Psittaciformes,Psittacidae,Psittacula,UA,CZ,,,2.0,live,,Z,C
2016,III,Daboia russelii,Reptilia,Serpentes,Viperidae,Daboia,RU,DE,,,5.0,derivatives,g,T,C
2016,II,Phalaenopsis philippinensis,,Orchidales,Orchidaceae,Phalaenopsis,TW,PH,,,20.0,live,,T,A
2016,II,Ammotragus lervia,Mammalia,Artiodactyla,Bovidae,Ammotragus,DE,ZA,,1.0,,skins,,H,W
2016,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,EG,US,MU,,31.0,specimens,,M,F
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZM,ZW,1.0,,trophies,,H,W
2016,II,Amazona ochrocephala,Aves,Psittaciformes,Psittacidae,Amazona,FR,GG,,,1.0,live,,P,C
2016,II,Myrtillocactus geometrizans,,Caryophyllales,Cactaceae,Myrtillocactus,BA,NL,,,8.0,live,,,A
2016,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AR,ZA,TZ,2.0,,trophies,,H,W
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,RU,IT,MY,,2.0,garments,,T,C
2016,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,MC,FR,ID,122.0,89.83,leather products (small),,T,W
2016,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,KR,FR,ID,,1.0,skin pieces,,T,W
2016,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,IE,ZW,1.0,,leather products (small),,P,I
2016,II,Heliofungia actiniformis,Anthozoa,Scleractinia,Fungiidae,Heliofungia,DE,AU,,252.0,,live,,T,W
2017,II,Pyrrhura peruviana,Aves,Psittaciformes,Psittacidae,Pyrrhura,US,PE,,,41.0,specimens,,S,W
2016,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,SG,IT,ZM,,150.0,leather products (small),,T,R
2016,II,Nepenthes alata,,Nepenthales,Nepenthaceae,Nepenthes,CW,NL,,,12.0,live,,,A
2016,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,AE,IT,ID,39.0,993.0,leather products (small),,T,W
2016,II,Houlletia tigrina,,Orchidales,Orchidaceae,Houlletia,JP,EC,,1.0,,live,,T,A
2016,II,Caulastraea spp.,Anthozoa,Scleractinia,Faviidae,Caulastraea,US,FJ,,945.0,,live,,T,W
2016,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,TR,CM,,1.0,live,,P,W
2016,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,NL,US,VN,200.0,200.0,specimens,,M,C
2016,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,CN,BE,ID,4.0,,leather products (small),,T,W
2016,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,SA,IT,ID,,38.0,leather products (small),,P,W
2016,II,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,CH,DE,,,0.18073,extract,kg,T,C
2016,II,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,HK,ES,AU,,1.0,leather products (small),,T,C
2016,II,Rhipsalis baccifera,,Caryophyllales,Cactaceae,Rhipsalis,IQ,NL,,,670.0,live,,,A
2016,I,Paphiopedilum fairrieanum,,Orchidales,Orchidaceae,Paphiopedilum,US,DE,,6.0,6.0,live,,T,D
2016,I,Falco peregrinus,Aves,Falconiformes,Falconidae,Falco,CH,DE,,,1.0,bodies,,T,C
2016,II,Python brongersmai,Reptilia,Serpentes,Pythonidae,Python,AU,SG,ID,,2.0,leather products (small),,T,W
2016,II,Ara chloropterus,Aves,Psittaciformes,Psittacidae,Ara,BB,TT,,,4.0,live,,B,C
2016,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,JP,FR,XX,4.0,,carvings,,T,O
2016,II,Neopsephotus bourkii,Aves,Psittaciformes,Psittacidae,Neopsephotus,AW,NL,,,2.0,live,,T,C
2016,II,Opuntia spp.,,Caryophyllales,Cactaceae,Opuntia,NG,NL,,,1.0,live,,,A
2016,II,Deroptyus accipitrinus,Aves,Psittaciformes,Psittacidae,Deroptyus,LY,GY,,,10.0,live,,T,W
2016,II,Papio ursinus,Mammalia,Primates,Cercopithecidae,Papio,DE,,,4.0,,skins,,H,W
2016,II,Cattleya lueddemanniana,,Orchidales,Orchidaceae,Cattleya,JP,US,,50.0,,live,,T,A
2016,III,Mustela sibirica,Mammalia,Carnivora,Mustelidae,Mustela,DE,CN,,2236.75,,hair,kg,T,W
2016,II,Caiman crocodilus yacare,Reptilia,Crocodylia,Alligatoridae,Caiman,JP,GB,BO,7.0,2.0,leather products (small),,T,W
2016,III,Mustela sibirica,Mammalia,Carnivora,Mustelidae,Mustela,AU,DE,CN,,0.048,hair,kg,T,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,TZ,,3.0,,skulls,,H,W
2016,II,Eunectes murinus,Reptilia,Serpentes,Boidae,Eunectes,GB,SG,GY,,4.0,specimens,,M,W
2016,II,Miltonia hybrid,,Orchidales,Orchidaceae,Miltonia,KW,NL,XX,18.0,,live,,T,W
2016,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,US,CA,,2.0,,skulls,kg,P,W
2016,III,Corallium secundum,Anthozoa,Gorgonacea,Coralliidae,Corallium,IT,TW,,24.98,,raw corals,kg,T,
2016,II,Nepenthes ampullaria,,Nepenthales,Nepenthaceae,Nepenthes,TW,MY,,,10.0,cultures,,T,A
2016,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,TF,ES,ZM,,20.0,live,,T,C
2016,II,Austrocylindropuntia spp.,,Caryophyllales,Cactaceae,Austrocylindropuntia,HK,NL,,386.0,,live,,T,A
2016,II,Dendrochilum coccineum,,Orchidales,Orchidaceae,Dendrochilum,AU,PH,,,15.0,live,,T,A
2016,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,CA,CO,38.0,,leather products (small),,T,C
2016,II,Phelsuma quadriocellata,Reptilia,Sauria,Gekkonidae,Phelsuma,NL,MG,,130.0,,live,,T,W
2016,II,Pilosocereus pachycladus,,Caryophyllales,Cactaceae,Pilosocereus,CW,NL,,,22.0,live,,,A
2016,II,Opuntia acaulis,,Caryophyllales,Cactaceae,Opuntia,KW,NL,XX,10.0,,live,,T,W
2016,II,Mammillaria plumosa,,Caryophyllales,Cactaceae,Mammillaria,MK,NL,,,120.0,live,,,A
2016,II,Lobophyllia hemprichii,Anthozoa,Scleractinia,Mussidae,Lobophyllia,JP,AU,,250.0,,raw corals,,T,W
2016,II,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,DE,CH,FR,40.585,,extract,kg,T,C
2016,II,Pecari tajacu,Mammalia,Artiodactyla,Tayassuidae,Pecari,JP,SE,PE,120.0,120.0,garments,,T,W
2016,II,Hatiora herminiae,,Caryophyllales,Cactaceae,Hatiora,HK,NL,,10.0,,live,,T,A
2016,II,Tubipora musica,Anthozoa,Stolonifera,Tubiporidae,Tubipora,NL,ID,,137.0,486.0,live,,T,F
2016,I,Falco rusticolus,Aves,Falconiformes,Falconidae,Falco,RS,AE,RS,,1.0,live,,P,C
2016,II,Brachypelma emilia,Arachnida,Araneae,Theraphosidae,Brachypelma,US,NL,CZ,,85.0,live,,T,C
2016,II,Cyphastrea spp.,Anthozoa,Scleractinia,Faviidae,Cyphastrea,PL,ID,,70.0,87.0,live,,T,F
2016,II,Dendrobium dearei,,Orchidales,Orchidaceae,Dendrobium,HK,PH,,,10.0,live,,T,A
2016,II,Lobophyllia corymbosa,Anthozoa,Scleractinia,Mussidae,Lobophyllia,US,ID,,,11.0,live,,,
2016,II,Crypthelia glebulenta,Hydrozoa,Stylasterina,Stylasteridae,Crypthelia,IT,US,EC,,1.0,specimens,,S,W
2016,II,Prunus africana,,Rosales,Rosaceae,Prunus,MK,RS,CM,,1980.0,extract,g,T,W
2016,II,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,CH,FR,UY,,82.284,caviar,kg,T,C
2016,II,Leptoseris spp.,Anthozoa,Scleractinia,Agariciidae,Leptoseris,US,ID,,160.0,455.0,live,,T,F
2016,II,Disocactus spp.,,Caryophyllales,Cactaceae,Disocactus,HK,NL,,15.0,,live,,T,A
2016,II,Acropora subulata,Anthozoa,Scleractinia,Acroporidae,Acropora,US,MH,FM,315.0,,live,,T,C
2016,I,Saussurea costus,,Asterales,Compositae,Saussurea,KR,CN,,,203700.0,medicine,kg,T,D
2016,II,Colibri thalassinus,Aves,Apodiformes,Trochilidae,Colibri,MX,US,BO,,3.0,specimens,,S,W
2016,II,Christensonia vietnamica,,Orchidales,Orchidaceae,Christensonia,IN,TH,,3.0,,roots,,T,A
2016,III,Crotalus durissus,Reptilia,Serpentes,Viperidae,Crotalus,US,GY,,9.0,9.0,live,,T,W
2016,II,Psychopsis spp.,,Orchidales,Orchidaceae,Psychopsis,DE,CO,,16.0,,live,,T,A
2016,III,Boselaphus tragocamelus,Mammalia,Artiodactyla,Bovidae,Boselaphus,US,PK,,1.0,,trophies,,H,W
2016,II,Dendrobium lasianthera,,Orchidales,Orchidaceae,Dendrobium,HK,LA,,1.0,,leaves,,S,A
2016,II,Acanthephippium spp.,,Orchidales,Orchidaceae,Acanthephippium,US,PH,,,4.0,live,,T,A
2016,II,Platalea leucorodia,Aves,Ciconiiformes,Threskiornithidae,Platalea,US,AT,,1.0,,specimens,,S,W
2016,II,Ursus maritimus,Mammalia,Carnivora,Ursidae,Ursus,AT,CA,,1.0,,skins,,H,W
2016,II,Vicugna vicugna,Mammalia,Artiodactyla,Camelidae,Vicugna,AE,IT,PE,,16.0,cloth,,T,W
2016,II,Pyrrhura rupicola,Aves,Psittaciformes,Psittacidae,Pyrrhura,AE,CA,,2.0,,live,,P,F
2016,II,Lynx rufus,Mammalia,Carnivora,Felidae,Lynx,UZ,IT,US,,2.0,garments,,T,W
2016,II,Aquila chrysaetos,Aves,Falconiformes,Accipitridae,Aquila,US,CU,US,4.0,,feathers,,Q,U
2016,II,Ovis ammon,Mammalia,Artiodactyla,Bovidae,Ovis,DK,NO,RU,6.0,,trophies,,H,W
